filename,original_url,timestamp,snapshot_url,file_type
redrocket-main.png,http://www.red.com/images/products/redrocket/redrocket-main.png,20110912225523,https://web.archive.org/web/20110912225523im_/http://www.red.com/images/products/redrocket/redrocket-main.png,"PNG image data, 628 x 305, 8-bit/color RGBA, non-interlaced"
rocketbob-main.png,http://www.red.com/images/products/redrocket/REDROCKET_BOB.png,20110912225334,https://web.archive.org/web/20110912225334im_/http://www.red.com/images/products/redrocket/REDROCKET_BOB.png,"PNG image data, 550 x 219, 8-bit/color RGBA, non-interlaced"
