frame_idx,entropy,all_zero,ascii
6482,3.8181,0,0
6483,3.1011,0,0
6484,4.0695,0,0
6485,2.7176,0,0
6486,0.9664,0,0
6487,1.7734,0,0
6488,1.2688,0,0
6489,1.5249,0,0
6490,3.5587,0,0
6491,4.0474,0,0
6492,4.5875,0,1
6493,2.7662,0,0
6494,2.1066,0,0
6495,2.3689,0,0
6496,2.2394,0,0
6497,2.2845,0,0
6498,3.9428,0,0
6499,3.6354,0,1
6500,3.4804,0,0
6501,3.7418,0,1
6502,3.7611,0,0
6503,2.2161,0,0
6504,4.0665,0,0
6505,3.0984,0,1
6506,3.9382,0,0
6507,3.3200,0,0
6508,0.9513,0,0
6509,1.9854,0,0
6510,1.0032,0,0
6511,1.9881,0,0
6512,2.5386,0,0
6513,3.2459,0,0
6514,3.4700,0,0
6515,2.4558,0,0
6516,0.6797,0,0
6517,0.4671,0,0
6518,0.5903,0,0
6519,0.4395,0,0
6520,1.2533,0,0
6521,1.0308,0,0
6522,1.6563,0,0
6523,1.1650,0,0
6524,0.0000,1,0
6525,0.0000,1,0
6526,1.5368,0,0
6527,1.3294,0,0
6528,1.8419,0,0
6529,2.8222,0,0
6530,0.8935,0,0
6531,1.5242,0,0
6532,3.2773,0,0
6533,2.2851,0,0
6534,2.6907,0,0
6535,0.0000,1,0
6536,0.0000,1,0
6537,0.0000,1,0
6538,1.1497,0,0
6539,2.3189,0,0
6540,1.6871,0,0
6541,1.5935,0,0
6542,3.0040,0,0
6543,4.1716,0,1
6544,4.1869,0,1
6545,2.9324,0,0
6546,2.3732,0,0
6547,2.0180,0,0
6548,1.6319,0,0
6549,1.8913,0,0
6550,3.7309,0,1
6551,3.3069,0,0
6552,3.3505,0,0
6553,3.4119,0,0
6554,4.1327,0,0
6555,2.9985,0,0
6556,4.2596,0,0
6557,3.0132,0,0
6558,4.0243,0,0
6559,1.9043,0,0
6560,0.8704,0,0
6561,1.5040,0,0
6562,0.9623,0,0
6563,1.3720,0,0
6564,3.1431,0,0
6565,3.8171,0,0
6566,3.9169,0,1
6567,3.3021,0,0
6568,2.3780,0,0
6569,2.1850,0,0
6570,2.1827,0,0
6571,1.7999,0,0
6572,3.4716,0,1
6573,3.8278,0,0
6574,3.5480,0,0
6575,3.8483,0,0
6576,3.6576,0,0
6577,2.8288,0,0
6578,4.1118,0,0
6579,3.1740,0,0
6580,3.5528,0,0
6581,3.0179,0,0
6582,0.8905,0,0
6583,1.9046,0,0
6584,0.8851,0,0
6585,1.7008,0,0
6586,3.2969,0,0
6587,4.4796,0,0
6588,4.0991,0,0
6589,3.7816,0,0
6590,2.7189,0,0
6591,2.1660,0,0
6592,2.6492,0,0
6593,2.5925,0,0
6594,4.4304,0,1
6595,4.3806,0,1
6596,3.2973,0,0
6597,3.4911,0,0
6598,4.1887,0,0
6599,4.2521,0,1
6600,3.8961,0,0
6601,3.7855,0,0
6602,3.9397,0,0
6603,3.8967,0,0
6604,0.8159,0,0
6605,1.6515,0,0
6606,0.5744,0,0
6607,1.8221,0,0
6608,3.1461,0,0
6609,3.9749,0,1
6610,3.9972,0,1
6611,3.1091,0,1
6612,2.1904,0,0
6613,2.7487,0,0
6614,2.0193,0,0
6615,2.2214,0,0
6616,3.9898,0,1
6617,4.2073,0,0
6618,2.8075,0,0
6619,3.6601,0,0
6620,4.1745,0,1
6621,3.5399,0,0
6622,4.1858,0,0
6623,3.6206,0,1
6624,4.1230,0,0
6625,3.9026,0,1
6626,0.8937,0,0
6627,1.2849,0,0
6628,0.4153,0,0
6629,1.4463,0,0
6630,2.2925,0,0
6631,3.6222,0,1
6632,3.3966,0,0
6633,2.4832,0,0
6634,2.2400,0,0
6635,2.5463,0,0
6636,2.2278,0,0
6637,1.8104,0,0
6638,3.7543,0,0
6639,3.9343,0,0
6640,3.1175,0,0
6641,3.6252,0,0
6642,4.1631,0,1
6643,3.3808,0,0
6644,3.8042,0,0
6645,4.4203,0,0
6646,4.3581,0,0
6647,4.1493,0,1
6648,0.4872,0,0
6649,1.4621,0,0
6650,0.4729,0,0
6651,1.5324,0,0
6652,2.1529,0,0
6653,2.7302,0,0
6654,2.6325,0,0
6655,2.3379,0,0
6656,2.0227,0,0
6657,1.7495,0,0
6658,1.9064,0,0
6659,1.7058,0,0
6660,3.1262,0,0
6661,3.3985,0,0
6662,2.6366,0,0
6663,3.1338,0,0
6664,3.0803,0,0
6665,2.7181,0,0
6666,3.5791,0,0
6667,2.8910,0,1
6668,3.7932,0,0
6669,2.6697,0,0
6670,1.0648,0,0
6671,1.5187,0,0
6672,0.9103,0,0
6673,1.7923,0,0
6674,1.7811,0,0
6675,1.1822,0,0
6676,1.7613,0,0
6677,1.2110,0,0
6678,0.7209,0,0
6679,0.7295,0,0
6680,1.9834,0,0
6681,0.4563,0,0
6682,3.1043,0,1
6683,3.0156,0,0
6684,2.2642,0,0
6685,2.5167,0,0
6686,0.7800,0,0
6687,1.1509,0,0
6688,1.3315,0,0
6689,4.3877,0,0
6690,0.0000,1,0
6691,0.0000,1,0
6692,0.5862,0,0
6693,0.7891,0,0
6694,0.8783,0,0
6695,0.4395,0,0
6696,2.1451,0,0
6697,2.8269,0,0
6698,3.6462,0,1
6699,1.4622,0,0
6700,0.0000,1,0
6701,0.0000,1,0
6702,0.0000,1,0
6703,0.0000,1,0
6704,0.0000,1,0
6705,0.0000,1,0
6706,0.0000,1,0
6707,0.0000,1,0
6708,0.0000,1,0
6709,0.0000,1,0
6710,0.1607,0,0
6711,0.2020,0,0
6712,1.3818,0,0
6713,1.7110,0,0
6714,1.3204,0,0
6715,1.4457,0,0
6716,3.6167,0,0
6717,4.2966,0,0
6718,5.0382,0,1
6719,3.0109,0,0
6720,3.3629,0,0
6721,3.4398,0,0
6722,2.7327,0,0
6723,3.2679,0,0
6724,5.2270,0,1
6725,5.1371,0,1
6726,3.4808,0,0
6727,3.3901,0,0
6728,3.3501,0,0
6729,2.7352,0,0
6730,3.2108,0,0
6731,4.0394,0,0
6732,3.6143,0,0
6733,2.8553,0,0
6734,1.6361,0,0
6735,2.8959,0,0
6736,2.3136,0,0
6737,2.1987,0,0
6738,4.6323,0,0
6739,5.2024,0,0
6740,5.7670,0,1
6741,3.7606,0,0
6742,3.6996,0,0
6743,3.7078,0,0
6744,2.9229,0,0
6745,3.3746,0,0
6746,5.3089,0,1
6747,5.2521,0,1
6748,3.8277,0,0
6749,4.6412,0,0
6750,4.2431,0,0
6751,3.4035,0,0
6752,4.0049,0,0
6753,4.3277,0,0
6754,3.8113,0,0
6755,3.7786,0,0
6756,1.9066,0,0
6757,2.9392,0,0
6758,2.0558,0,1
6759,2.3731,0,0
6760,4.8053,0,1
6761,5.2904,0,0
6762,5.5423,0,1
6763,3.9049,0,0
6764,3.5570,0,0
6765,2.9991,0,1
6766,3.0167,0,0
6767,2.9875,0,0
6768,4.9954,0,1
6769,5.1766,0,0
6770,3.8436,0,0
6771,4.1200,0,0
6772,3.8720,0,0
6773,3.5176,0,0
6774,4.0241,0,0
6775,4.6437,0,1
6776,4.1940,0,0
6777,3.3346,0,0
6778,2.3043,0,0
6779,3.2407,0,0
6780,2.3742,0,0
6781,2.8716,0,0
6782,4.7925,0,0
6783,5.4129,0,1
6784,5.4952,0,1
6785,4.4749,0,0
6786,3.3247,0,0
6787,3.5042,0,0
6788,3.6820,0,0
6789,2.8872,0,0
6790,5.3609,0,1
6791,5.1146,0,1
6792,4.0200,0,0
6793,4.1117,0,1
6794,4.3668,0,0
6795,4.1943,0,0
6796,4.1169,0,0
6797,4.5068,0,1
6798,4.0503,0,0
6799,3.9949,0,0
6800,1.8331,0,0
6801,3.0761,0,0
6802,1.7421,0,0
6803,3.0545,0,0
6804,4.7446,0,0
6805,5.5468,0,1
6806,5.8143,0,1
6807,4.1683,0,1
6808,3.8427,0,0
6809,3.4976,0,0
6810,2.7095,0,0
6811,2.8056,0,0
6812,5.2438,0,1
6813,5.0708,0,1
6814,3.6577,0,0
6815,3.9306,0,0
6816,4.0808,0,0
6817,3.8132,0,0
6818,4.1139,0,0
6819,4.2767,0,0
6820,3.9890,0,0
6821,3.3273,0,0
6822,1.8893,0,0
6823,3.3687,0,1
6824,2.0769,0,0
6825,2.9832,0,0
6826,5.0800,0,1
6827,5.4370,0,1
6828,5.8535,0,1
6829,3.8557,0,1
6830,3.9625,0,0
6831,3.5668,0,0
6832,2.9861,0,0
6833,3.3927,0,0
6834,5.3794,0,1
6835,5.3183,0,1
6836,3.7988,0,1
6837,4.5171,0,0
6838,4.2802,0,0
6839,3.4932,0,0
6840,4.2176,0,0
6841,4.6102,0,1
6842,3.9834,0,0
6843,3.3337,0,0
6844,1.4741,0,0
6845,3.1528,0,0
6846,2.2201,0,0
6847,2.4070,0,0
6848,4.2317,0,1
6849,5.0216,0,1
6850,5.3951,0,1
6851,3.7888,0,1
6852,0.3331,0,0
6853,0.4273,0,0
6854,0.5668,0,0
6855,0.3088,0,0
6856,0.9025,0,0
6857,1.0328,0,0
6858,1.1188,0,0
6859,0.7525,0,0
6860,0.3863,0,0
6861,0.4198,0,0
6862,1.3838,0,0
6863,0.9948,0,0
6864,1.4843,0,0
6865,2.4326,0,0
6866,0.8661,0,0
6867,1.5142,0,0
6868,2.9016,0,0
6869,1.7736,0,0
6870,2.2096,0,0
6871,0.0000,1,0
6872,0.0000,1,0
6873,0.0000,1,0
6874,2.5602,0,0
6875,2.9462,0,0
6876,2.1244,0,0
6877,2.6087,0,0
6878,4.5701,0,0
6879,5.6265,0,1
6880,5.7104,0,1
6881,4.1353,0,0
6882,3.8557,0,0
6883,3.5667,0,1
6884,2.8001,0,0
6885,3.4144,0,0
6886,5.4230,0,1
6887,5.1976,0,1
6888,4.1090,0,1
6889,4.2547,0,1
6890,4.2666,0,0
6891,3.8745,0,1
6892,4.0485,0,0
6893,4.4349,0,0
6894,3.6327,0,0
6895,4.0987,0,0
6896,2.1101,0,0
6897,3.8963,0,0
6898,2.5044,0,0
6899,3.2799,0,1
6900,5.0171,0,0
6901,5.3487,0,1
6902,5.8112,0,1
6903,4.1993,0,1
6904,3.4891,0,0
6905,3.7742,0,0
6906,3.1002,0,0
6907,3.3058,0,1
6908,5.3550,0,1
6909,5.4979,0,1
6910,4.0488,0,0
6911,4.4725,0,1
6912,4.2061,0,0
6913,3.4390,0,0
6914,4.1765,0,0
6915,4.9391,0,0
6916,4.0469,0,0
6917,3.0046,0,0
6918,2.3289,0,0
6919,3.7283,0,0
6920,2.3140,0,0
6921,3.2870,0,1
6922,4.9965,0,1
6923,5.4566,0,1
6924,5.7686,0,0
6925,4.3677,0,0
6926,3.3203,0,0
6927,3.4884,0,0
6928,3.0594,0,1
6929,2.7007,0,0
6930,4.9844,0,1
6931,5.1063,0,1
6932,4.1155,0,1
6933,4.3576,0,1
6934,4.3547,0,0
6935,3.8183,0,0
6936,4.3293,0,0
6937,4.3874,0,0
6938,3.8781,0,0
6939,3.1566,0,0
6940,2.5974,0,0
6941,3.0162,0,1
6942,2.0962,0,0
6943,2.9471,0,0
6944,4.8004,0,1
6945,5.3359,0,1
6946,5.8040,0,0
6947,3.7474,0,0
6948,3.1947,0,0
6949,3.5488,0,1
6950,2.3591,0,0
6951,2.9145,0,0
6952,4.9045,0,1
6953,4.9878,0,1
6954,4.0054,0,0
6955,4.2046,0,1
6956,3.9713,0,0
6957,4.0614,0,0
6958,4.2224,0,0
6959,4.5976,0,0
6960,4.1976,0,0
6961,3.5951,0,1
6962,1.8962,0,0
6963,3.2865,0,0
6964,2.2994,0,1
6965,2.6784,0,0
6966,4.3954,0,0
6967,5.5215,0,1
6968,5.5410,0,1
6969,3.9959,0,0
6970,3.2766,0,0
6971,3.2360,0,1
6972,3.1128,0,1
6973,2.5873,0,0
6974,4.9654,0,1
6975,4.8045,0,0
6976,4.1279,0,0
6977,4.3011,0,0
6978,4.8242,0,1
6979,3.5999,0,0
6980,4.0926,0,0
6981,4.4425,0,0
6982,3.8428,0,0
6983,4.0235,0,0
6984,1.2193,0,0
6985,3.4034,0,0
6986,2.0227,0,0
6987,2.8043,0,1
6988,4.5480,0,0
6989,5.3636,0,1
6990,5.5972,0,1
6991,4.0471,0,0
6992,2.9428,0,0
6993,3.1013,0,0
6994,3.0868,0,0
6995,2.7576,0,0
6996,4.6244,0,1
6997,5.1472,0,1
6998,4.1748,0,1
6999,4.3697,0,1
7000,4.7274,0,0
7001,3.9551,0,1
7002,4.1247,0,0
7003,4.7638,0,0
7004,4.4450,0,0
7005,3.9612,0,0
7006,1.7061,0,0
7007,3.6290,0,0
7008,2.3996,0,0
7009,3.2517,0,1
7010,4.7251,0,0
7011,5.4359,0,1
7012,5.5745,0,1
7013,4.2364,0,0
7014,3.6107,0,1
7015,3.7991,0,0
7016,2.8795,0,0
7017,3.2227,0,0
7018,5.4497,0,1
7019,5.4554,0,1
7020,4.4972,0,1
7021,4.4393,0,0
7022,4.3288,0,0
7023,3.9434,0,1
7024,4.1420,0,0
7025,5.0480,0,0
7026,4.3918,0,0
7027,4.6881,0,0
7028,1.5377,0,0
7029,2.8674,0,0
7030,2.1591,0,0
7031,2.5192,0,0
7032,4.9527,0,1
7033,4.9884,0,1
7034,5.5789,0,1
7035,3.7217,0,1
7036,3.9036,0,0
7037,3.3309,0,1
7038,2.9501,0,0
7039,2.9734,0,0
7040,5.1026,0,1
7041,5.3077,0,1
7042,3.7782,0,1
7043,4.1643,0,1
7044,3.8068,0,0
7045,3.5408,0,1
7046,4.1043,0,0
7047,4.5872,0,0
7048,4.1616,0,0
7049,3.2978,0,0
7050,1.1029,0,0
7051,2.5072,0,0
7052,1.5498,0,0
7053,2.0255,0,0
7054,4.2938,0,1
7055,5.0456,0,1
7056,5.4289,0,0
7057,3.2359,0,0
7058,3.4146,0,0
7059,3.4976,0,1
7060,2.8245,0,0
7061,2.7442,0,0
7062,5.1764,0,1
7063,4.9069,0,1
7064,3.5216,0,0
7065,3.7692,0,0
7066,3.5803,0,0
7067,3.4037,0,0
7068,4.0759,0,0
7069,4.6123,0,0
7070,4.2813,0,0
7071,3.3779,0,0
7072,1.5458,0,0
7073,2.8541,0,0
7074,1.7526,0,0
7075,2.6835,0,0
7076,4.1407,0,1
7077,5.0554,0,0
7078,5.3376,0,1
7079,3.8000,0,1
7080,2.8393,0,0
7081,3.6868,0,0
7082,2.8909,0,0
7083,3.2545,0,0
7084,4.9738,0,1
7085,5.0630,0,1
7086,4.2639,0,1
7087,4.3549,0,1
7088,3.8049,0,1
7089,3.7327,0,0
7090,4.2920,0,0
7091,4.6750,0,1
7092,4.3167,0,0
7093,3.1687,0,0
7094,1.0371,0,0
7095,2.4519,0,0
7096,1.2148,0,0
7097,2.2662,0,0
7098,4.3643,0,1
7099,4.8162,0,1
7100,5.3663,0,1
7101,3.6071,0,1
7102,2.8235,0,0
7103,2.9695,0,0
7104,2.7590,0,0
7105,2.5656,0,0
7106,4.6946,0,0
7107,4.5208,0,0
7108,3.7559,0,1
7109,3.9655,0,1
7110,4.1912,0,1
7111,3.5564,0,0
7112,3.9685,0,0
7113,3.6783,0,1
7114,4.0899,0,0
7115,3.6476,0,0
7116,1.4460,0,0
7117,2.7356,0,0
7118,1.7626,0,0
7119,2.4279,0,0
7120,4.2472,0,1
7121,4.9686,0,0
7122,5.1558,0,1
7123,4.1334,0,0
7124,2.9546,0,0
7125,3.2802,0,0
7126,2.4343,0,0
7127,2.4825,0,0
7128,4.5914,0,0
7129,4.5904,0,1
7130,3.6396,0,0
7131,4.0052,0,1
7132,3.9105,0,0
7133,2.9882,0,0
7134,3.9378,0,0
7135,4.1613,0,0
7136,4.0269,0,0
7137,2.3792,0,0
7138,1.2377,0,0
7139,2.8117,0,0
7140,1.9126,0,0
7141,2.4050,0,0
7142,4.3320,0,0
7143,5.1458,0,1
7144,5.5071,0,1
7145,3.5746,0,0
7146,2.8929,0,0
7147,2.9278,0,0
7148,2.5754,0,0
7149,2.7819,0,0
7150,4.7200,0,0
7151,4.5387,0,1
7152,3.8186,0,1
7153,4.0231,0,1
7154,3.9022,0,0
7155,2.8055,0,0
7156,4.1345,0,0
7157,3.9550,0,0
7158,4.1006,0,0
7159,3.0974,0,0
7160,1.2727,0,0
7161,2.8915,0,0
7162,1.4869,0,0
7163,2.7569,0,0
7164,4.4989,0,0
7165,4.9681,0,0
7166,5.4075,0,1
7167,4.0691,0,0
7168,3.0701,0,0
7169,2.9510,0,0
7170,2.5148,0,0
7171,2.7134,0,1
7172,4.8545,0,1
7173,4.2776,0,1
7174,3.8767,0,1
7175,3.7816,0,1
7176,3.9342,0,1
7177,2.7838,0,0
7178,4.0069,0,0
7179,4.0649,0,0
7180,3.8717,0,0
7181,3.5299,0,0
7182,1.4062,0,0
7183,3.4538,0,0
7184,2.4615,0,0
7185,2.9829,0,1
7186,4.8135,0,0
7187,4.9465,0,1
7188,5.5439,0,1
7189,3.7973,0,0
7190,3.1485,0,0
7191,3.4898,0,0
7192,2.5828,0,0
7193,2.7149,0,0
7194,4.7782,0,1
7195,5.0987,0,1
7196,3.6120,0,1
7197,3.7698,0,1
7198,3.8699,0,0
7199,2.9524,0,0
7200,3.7583,0,0
7201,4.5555,0,0
7202,4.0004,0,0
7203,4.1726,0,1
7204,1.7118,0,0
7205,2.9596,0,0
7206,2.1125,0,0
7207,2.5996,0,0
7208,4.3169,0,0
7209,4.9154,0,0
7210,5.3617,0,1
7211,3.3793,0,1
7212,3.7704,0,0
7213,3.5794,0,1
7214,2.4293,0,0
7215,2.6000,0,0
7216,4.8278,0,1
7217,5.1733,0,0
7218,3.7951,0,0
7219,3.4630,0,0
7220,3.6069,0,0
7221,2.8269,0,0
7222,3.9311,0,0
7223,4.9394,0,1
7224,3.9592,0,0
7225,3.7911,0,0
7226,1.3460,0,0
7227,3.0168,0,0
7228,2.1988,0,0
7229,2.5751,0,0
7230,4.0956,0,1
7231,4.4414,0,1
7232,4.8993,0,1
7233,3.3324,0,0
7234,1.2321,0,0
7235,1.0184,0,0
7236,1.1572,0,0
7237,0.7575,0,0
7238,2.4242,0,0
7239,1.9725,0,0
7240,2.2642,0,0
7241,2.0817,0,0
7242,1.8703,0,0
7243,1.8025,0,0
7244,2.1596,0,0
7245,0.0000,1,0
7246,0.0000,1,0
7247,1.1999,0,0
7248,2.7921,0,0
7249,1.6548,0,0
7250,2.5522,0,0
7251,4.0396,0,0
7252,5.4080,0,0
7253,5.3315,0,1
7254,4.1149,0,1
7255,2.9331,0,0
7256,3.2164,0,1
7257,2.5669,0,0
7258,2.4051,0,0
7259,4.4502,0,0
7260,4.7106,0,1
7261,3.8845,0,0
7262,3.8551,0,1
7263,3.9465,0,0
7264,2.8754,0,0
7265,3.9882,0,0
7266,4.2356,0,0
7267,3.8804,0,0
7268,3.5358,0,0
7269,1.7425,0,0
7270,3.1740,0,0
7271,2.1370,0,0
7272,2.8969,0,0
7273,4.2267,0,0
7274,4.8915,0,0
7275,5.3452,0,1
7276,3.7542,0,0
7277,2.7450,0,0
7278,2.9471,0,0
7279,1.7190,0,0
7280,2.0711,0,0
7281,4.4207,0,0
7282,4.1331,0,1
7283,3.7292,0,1
7284,3.8226,0,1
7285,4.1125,0,0
7286,3.1916,0,0
7287,3.9210,0,0
7288,4.7464,0,0
7289,4.2726,0,0
7290,2.9331,0,0
7291,1.8121,0,0
7292,3.6463,0,0
7293,2.4058,0,0
7294,3.1719,0,1
7295,4.8821,0,0
7296,5.0870,0,1
7297,5.5702,0,1
7298,4.3393,0,0
7299,3.1539,0,0
7300,3.6635,0,0
7301,2.4622,0,0
7302,2.4844,0,0
7303,4.9239,0,1
7304,4.6923,0,1
7305,3.8934,0,1
7306,3.7045,0,1
7307,3.8235,0,0
7308,3.4173,0,0
7309,3.9337,0,0
7310,4.7077,0,0
7311,3.6695,0,0
7312,4.5952,0,1
7313,1.7095,0,0
7314,3.2368,0,0
7315,2.1768,0,0
7316,2.9376,0,0
7317,4.8143,0,1
7318,5.0228,0,1
7319,5.5877,0,1
7320,3.6094,0,0
7321,3.5499,0,0
7322,3.5811,0,0
7323,2.6155,0,0
7324,2.3623,0,0
7325,4.8304,0,0
7326,4.8693,0,1
7327,3.7473,0,0
7328,3.8708,0,1
7329,4.0838,0,0
7330,3.2973,0,0
7331,3.9980,0,0
7332,4.6954,0,0
7333,3.6941,0,0
7334,4.6607,0,1
7335,1.4918,0,0
7336,3.0144,0,0
7337,1.9417,0,0
7338,2.7238,0,0
7339,4.5736,0,0
7340,5.3722,0,0
7341,5.3600,0,1
7342,4.1015,0,0
7343,3.2314,0,0
7344,3.1729,0,0
7345,2.5161,0,0
7346,3.0400,0,0
7347,4.9260,0,1
7348,4.8490,0,0
7349,4.1359,0,0
7350,4.1656,0,0
7351,3.9305,0,1
7352,3.8052,0,0
7353,3.9557,0,0
7354,4.6926,0,1
7355,3.7765,0,0
7356,4.4640,0,0
7357,2.2064,0,0
7358,2.8112,0,0
7359,1.2202,0,0
7360,3.0922,0,0
7361,4.1489,0,0
7362,5.2676,0,0
7363,5.3732,0,1
7364,3.7811,0,0
7365,3.2765,0,0
7366,3.5143,0,0
7367,2.9285,0,0
7368,2.2762,0,0
7369,4.9337,0,1
7370,4.9434,0,0
7371,4.1225,0,1
7372,3.9430,0,1
7373,4.1261,0,0
7374,3.7157,0,0
7375,4.1135,0,0
7376,4.9235,0,0
7377,3.7205,0,0
7378,4.5830,0,0
7379,1.2364,0,0
7380,2.7763,0,0
7381,1.3071,0,0
7382,2.7665,0,0
7383,4.3556,0,0
7384,5.0792,0,0
7385,5.5362,0,1
7386,3.6406,0,1
7387,3.0002,0,0
7388,2.6318,0,1
7389,1.9991,0,0
7390,2.2975,0,0
7391,4.2104,0,1
7392,4.2308,0,0
7393,4.2488,0,1
7394,4.1005,0,1
7395,3.6779,0,0
7396,2.6044,0,0
7397,3.8842,0,0
7398,3.8861,0,0
7399,3.6481,0,0
7400,3.6471,0,0
7401,1.6081,0,0
7402,2.6903,0,0
7403,1.6313,0,0
7404,2.2928,0,0
7405,4.3552,0,0
7406,4.9824,0,0
7407,5.4197,0,1
7408,3.7926,0,0
7409,3.0398,0,1
7410,2.8879,0,1
7411,2.1682,0,0
7412,2.1756,0,0
7413,4.1000,0,0
7414,4.4579,0,1
7415,3.9132,0,0
7416,3.6419,0,1
7417,3.8263,0,0
7418,3.2057,0,0
7419,4.1141,0,0
7420,4.0237,0,0
7421,3.7226,0,0
7422,3.9138,0,0
7423,1.3003,0,0
7424,2.2259,0,0
7425,1.2196,0,0
7426,2.1557,0,0
7427,4.2521,0,0
7428,4.9026,0,1
7429,5.2822,0,1
7430,3.8921,0,0
7431,2.9042,0,1
7432,2.9491,0,0
7433,2.1071,0,0
7434,1.7799,0,0
7435,4.1050,0,0
7436,4.3709,0,1
7437,3.4508,0,0
7438,3.2904,0,1
7439,3.2734,0,1
7440,3.0628,0,0
7441,3.6792,0,0
7442,4.6585,0,1
7443,4.0219,0,0
7444,4.6930,0,0
7445,1.0905,0,0
7446,2.4897,0,0
7447,1.5494,0,0
7448,2.0599,0,0
7449,3.9351,0,1
7450,5.0854,0,1
7451,5.3404,0,1
7452,3.6063,0,0
7453,2.4731,0,0
7454,2.1675,0,0
7455,2.3023,0,0
7456,1.8431,0,0
7457,3.5788,0,0
7458,3.9900,0,1
7459,3.1742,0,0
7460,3.1834,0,1
7461,3.8897,0,1
7462,3.1005,0,0
7463,3.7482,0,0
7464,4.9529,0,1
7465,4.5852,0,0
7466,4.3703,0,0
7467,1.4697,0,0
7468,2.5965,0,0
7469,1.4352,0,0
7470,2.4332,0,0
7471,3.9083,0,0
7472,5.1096,0,1
7473,5.3854,0,1
7474,3.5373,0,0
7475,2.9172,0,1
7476,2.7874,0,0
7477,2.0360,0,0
7478,2.3432,0,0
7479,4.1872,0,0
7480,4.4102,0,1
7481,3.6635,0,0
7482,4.0020,0,1
7483,4.2335,0,0
7484,3.3196,0,0
7485,3.6964,0,0
7486,4.1104,0,0
7487,3.5084,0,0
7488,4.6495,0,1
7489,1.4202,0,0
7490,2.5794,0,0
7491,1.2754,0,0
7492,2.5140,0,0
7493,3.9936,0,0
7494,4.6653,0,0
7495,4.9882,0,1
7496,3.2071,0,1
7497,2.1026,0,0
7498,2.6713,0,0
7499,1.7726,0,0
7500,2.0840,0,0
7501,3.7906,0,0
7502,3.7339,0,0
7503,3.6986,0,0
7504,3.8443,0,1
7505,4.0769,0,1
7506,3.0715,0,0
7507,3.6681,0,0
7508,3.7825,0,0
7509,3.7102,0,0
7510,3.8676,0,0
7511,0.7961,0,0
7512,2.0114,0,0
7513,1.0573,0,0
7514,1.9255,0,0
7515,2.8250,0,0
7516,3.8985,0,1
7517,4.2672,0,1
7518,2.5965,0,0
7519,0.0000,1,0
7520,0.0000,1,0
7521,0.0000,1,0
7522,0.1072,0,0
7523,0.0000,1,0
7524,0.0000,1,0
7525,0.2142,0,0
7526,0.2142,0,0
7527,0.1607,0,0
7528,0.1607,0,0
7529,0.3788,0,0
7530,3.1319,0,1
7531,1.8419,0,0
7532,0.6685,0,0
7533,0.0000,1,0
7534,0.1072,0,0
7535,0.0000,1,0
7536,0.0000,1,0
7537,0.0000,1,0
7538,0.1072,0,0
7539,0.0000,1,0
7540,0.0000,1,0
7541,0.6929,0,0
7542,0.9203,0,0
7543,0.8798,0,0
7544,1.5828,0,0
7545,2.2521,0,0
7546,1.5192,0,0
7547,1.8136,0,0
7548,3.7177,0,1
7549,5.0300,0,0
7550,5.2061,0,1
7551,3.1639,0,0
7552,3.2924,0,1
7553,2.4602,0,0
7554,1.9463,0,0
7555,2.5319,0,0
7556,4.3900,0,0
7557,4.2709,0,0
7558,3.7945,0,0
7559,3.5610,0,1
7560,4.1120,0,0
7561,3.3393,0,0
7562,3.9368,0,0
7563,4.9622,0,1
7564,4.2141,0,0
7565,4.4308,0,1
7566,1.8710,0,0
7567,2.4594,0,0
7568,1.5930,0,0
7569,2.3135,0,0
7570,3.7193,0,0
7571,4.9281,0,0
7572,5.1428,0,1
7573,3.3967,0,1
7574,2.3977,0,0
7575,2.3487,0,0
7576,1.9658,0,0
7577,2.2294,0,0
7578,3.9625,0,1
7579,3.7902,0,0
7580,3.8825,0,0
7581,3.7249,0,1
7582,4.0834,0,0
7583,3.2257,0,0
7584,3.8839,0,0
7585,4.0311,0,1
7586,3.8780,0,0
7587,4.2410,0,1
7588,1.5137,0,0
7589,2.2968,0,0
7590,1.4211,0,0
7591,1.9397,0,0
7592,3.9944,0,0
7593,4.9358,0,1
7594,5.1414,0,1
7595,3.3833,0,0
7596,2.7308,0,0
7597,2.4947,0,0
7598,2.2495,0,0
7599,1.8494,0,0
7600,4.0907,0,0
7601,4.1061,0,1
7602,3.9468,0,1
7603,4.3281,0,1
7604,4.0736,0,0
7605,3.2330,0,0
7606,3.8689,0,0
7607,4.1292,0,0
7608,3.8934,0,0
7609,3.8337,0,0
7610,1.5376,0,0
7611,2.8228,0,0
7612,1.2933,0,0
7613,2.8124,0,0
7614,4.3219,0,0
7615,5.2091,0,1
7616,5.5177,0,1
7617,3.5536,0,0
7618,2.5119,0,0
7619,2.9244,0,0
7620,2.7166,0,0
7621,2.7445,0,0
7622,4.7029,0,1
7623,4.3924,0,1
7624,4.1462,0,0
7625,4.1882,0,0
7626,4.4141,0,0
7627,4.0567,0,0
7628,3.8071,0,0
7629,4.7723,0,0
7630,4.4468,0,0
7631,5.0784,0,0
7632,1.1708,0,0
7633,2.7519,0,0
7634,1.5579,0,0
7635,2.5523,0,0
7636,4.1499,0,1
7637,4.9930,0,0
7638,5.3744,0,1
7639,3.4747,0,0
7640,2.9718,0,0
7641,3.4175,0,0
7642,1.9079,0,0
7643,2.3614,0,0
7644,4.4660,0,1
7645,4.4412,0,1
7646,3.8237,0,0
