addr,name,size,xrefs,provenance,module,method,confidence,reconstruct
0x00000008,FUN_00000008,164,1,unknown,,unknown,0,0
0x000000ac,FUN_000000ac,12,3,unknown,,unknown,0,0
0x000000b8,FUN_000000b8,12,24,unknown,,unknown,0,0
0x000000c4,FUN_000000c4,12,52,unknown,,unknown,0,0
0x000000d0,FUN_000000d0,12,534,unknown,,unknown,0,0
0x000000dc,FUN_000000dc,12,405,unknown,,unknown,0,0
0x000000e8,FUN_000000e8,12,286,unknown,,unknown,0,0
0x000000f4,FUN_000000f4,12,3,unknown,,unknown,0,0
0x00000100,FUN_00000100,12,2,unknown,,unknown,0,0
0x0000010c,FUN_0000010c,12,12,unknown,,unknown,0,0
0x00000118,FUN_00000118,12,15,unknown,,unknown,0,0
0x00000124,halt_loop,4,2,unknown,,unknown,0,0
0x0000019c,FUN_0000019c,196,1,unknown,,unknown,0,0
0x00000260,FUN_00000260,32,7,unknown,,unknown,0,0
0x00000280,FUN_00000280,380,19,unknown,,unknown,0,0
0x000003fc,FUN_000003fc,424,9,unknown,,unknown,0,0
0x000005a4,FUN_000005a4,420,55,unknown,,unknown,0,0
0x00000748,FUN_00000748,248,21,unknown,,unknown,0,0
0x00000988,FUN_00000988,436,70,unknown,,unknown,0,0
0x00000b3c,FUN_00000b3c,516,2,unknown,,unknown,0,0
0x00000d40,FUN_00000d40,532,3,unknown,,unknown,0,0
0x00000f54,FUN_00000f54,440,50,unknown,,unknown,0,0
0x00001290,FUN_00001290,440,11,unknown,,unknown,0,0
0x00001448,FUN_00001448,248,3,unknown,,unknown,0,0
0x0000174c,FUN_0000174c,436,6,unknown,,unknown,0,0
0x00001968,FUN_00001968,144,1,unknown,,unknown,0,0
0x00001a4c,FUN_00001a4c,340,2,unknown,,unknown,0,0
0x00001c94,FUN_00001c94,280,1,unknown,,unknown,0,0
0x00001dac,FUN_00001dac,36,4,unknown,,unknown,0,0
0x00001dd0,FUN_00001dd0,60,1,unknown,,unknown,0,0
0x00001e0c,FUN_00001e0c,84,2,unknown,,unknown,0,0
0x00001e60,FUN_00001e60,2280,2,unknown,,unknown,0,0
0x00002748,FUN_00002748,148,2,unknown,,unknown,0,0
0x000027dc,FUN_000027dc,392,1,unknown,,unknown,0,0
0x00002964,FUN_00002964,156,5,unknown,,unknown,0,0
0x00002a00,FUN_00002a00,1200,13,unknown,,unknown,0,0
0x00002eb0,FUN_00002eb0,132,1,unknown,,unknown,0,0
0x00002f34,FUN_00002f34,52,1,unknown,,unknown,0,0
0x00002f68,FUN_00002f68,192,3,unknown,,unknown,0,0
0x00003028,FUN_00003028,1044,4,unknown,,unknown,0,0
0x0000343c,FUN_0000343c,3260,1,red,,string-flavor,2,1
0x000040f8,FUN_000040f8,6716,2,red,app_modules/lensmon,source-path,3,1
0x00005e64,FUN_00005e64,1060,1,unknown,,unknown,0,0
0x00006288,FUN_00006288,260,2,unknown,,unknown,0,0
0x00006558,FUN_00006558,96,1,unknown,,unknown,0,0
0x000068d4,FUN_000068d4,456,2,red,app_modules/parammgr,source-path,3,1
0x00006a9c,FUN_00006a9c,416,2,red,app_modules/parammgr,source-path,3,1
0x00006d14,FUN_00006d14,1732,1,unknown,,unknown,0,0
0x00007500,FUN_00007500,372,2,unknown,,unknown,0,0
0x000092c4,FUN_000092c4,152,1,unknown,,unknown,0,0
0x0000935c,FUN_0000935c,96,1,unknown,,unknown,0,0
0x0000942c,FUN_0000942c,116,1,unknown,,unknown,0,0
0x00009518,FUN_00009518,20,180,unknown,,unknown,0,0
0x0000952c,FUN_0000952c,88,1,unknown,,unknown,0,0
0x000095ec,FUN_000095ec,32,1,unknown,,unknown,0,0
0x0000960c,FUN_0000960c,128,1,unknown,,unknown,0,0
0x0000968c,FUN_0000968c,104,2,unknown,,unknown,0,0
0x000096f4,FUN_000096f4,20,1,unknown,,unknown,0,0
0x00009708,FUN_00009708,212,3,unknown,,unknown,0,0
0x00009b78,FUN_00009b78,80,8,unknown,,unknown,0,0
0x00009bc8,FUN_00009bc8,212,1,unknown,,unknown,0,0
0x00009df8,FUN_00009df8,44,4,unknown,,unknown,0,0
0x00009e24,FUN_00009e24,192,1,unknown,,unknown,0,0
0x00009ee4,FUN_00009ee4,252,1,unknown,,unknown,0,0
0x00009fe0,FUN_00009fe0,44,1,unknown,,unknown,0,0
0x0000a018,FUN_0000a018,68,1,unknown,,unknown,0,0
0x0000a05c,FUN_0000a05c,32,107,unknown,,unknown,0,0
0x0000a07c,FUN_0000a07c,32,97,unknown,,unknown,0,0
0x0000a09c,FUN_0000a09c,32,7,unknown,,unknown,0,0
0x0000a0bc,FUN_0000a0bc,32,11,unknown,,unknown,0,0
0x0000a0dc,FUN_0000a0dc,100,4,unknown,,unknown,0,0
0x0000a140,FUN_0000a140,100,3,unknown,,unknown,0,0
0x0000a1a4,FUN_0000a1a4,100,4,unknown,,unknown,0,0
0x0000a208,FUN_0000a208,100,1,unknown,,unknown,0,0
0x0000a26c,FUN_0000a26c,100,1,unknown,,unknown,0,0
0x0000a2d0,FUN_0000a2d0,496,1,unknown,,unknown,0,0
0x0000a4c0,FUN_0000a4c0,16,1,unknown,,unknown,0,0
0x0000a4d0,FUN_0000a4d0,72,1,unknown,,unknown,0,0
0x0000a518,FUN_0000a518,12,2,unknown,,unknown,0,0
0x0000a524,FUN_0000a524,196,2,unknown,,unknown,0,0
0x0000a5e8,FUN_0000a5e8,16,1,unknown,,unknown,0,0
0x0000a5f8,FUN_0000a5f8,12,1,unknown,,unknown,0,0
0x0000a604,FUN_0000a604,16,1,unknown,,unknown,0,0
0x0000a614,FUN_0000a614,68,2,unknown,,unknown,0,0
0x0000a658,FUN_0000a658,48,11,unknown,,unknown,0,0
0x0000a6ec,FUN_0000a6ec,52,29,unknown,,unknown,0,0
0x0000a780,FUN_0000a780,88,3,unknown,,unknown,0,0
0x0000a7d8,FUN_0000a7d8,96,1,unknown,,unknown,0,0
0x0000a838,FUN_0000a838,216,4,unknown,,unknown,0,0
0x0000a910,FUN_0000a910,260,36,unknown,,unknown,0,0
0x0000aa14,FUN_0000aa14,116,16,unknown,,unknown,0,0
0x0000aa88,FUN_0000aa88,32,18,unknown,,unknown,0,0
0x0000aaa8,FUN_0000aaa8,220,3,unknown,,unknown,0,0
0x0000ab84,FUN_0000ab84,216,3,unknown,,unknown,0,0
0x0000b078,FUN_0000b078,636,3,unknown,,unknown,0,0
0x0000b7ec,FUN_0000b7ec,584,2,unknown,,unknown,0,0
0x0000ba34,FUN_0000ba34,204,4,unknown,,unknown,0,0
0x0000bb00,FUN_0000bb00,272,2,unknown,,unknown,0,0
0x0000be18,FUN_0000be18,16,6,unknown,,unknown,0,0
0x0000be28,FUN_0000be28,56,3,unknown,,unknown,0,0
0x0000be60,FUN_0000be60,1260,1,unknown,,unknown,0,0
0x0000c34c,FUN_0000c34c,200,5,unknown,,unknown,0,0
0x0000c414,FUN_0000c414,320,3,unknown,,unknown,0,0
0x0000c554,FUN_0000c554,116,2,unknown,,unknown,0,0
0x0000c5c8,FUN_0000c5c8,52,1,unknown,,unknown,0,0
0x0000c5fc,FUN_0000c5fc,16,2,unknown,,unknown,0,0
0x0000c60c,FUN_0000c60c,316,1,unknown,,unknown,0,0
0x0000c748,FUN_0000c748,52,4,unknown,,unknown,0,0
0x0000c77c,FUN_0000c77c,52,4,unknown,,unknown,0,0
0x0000c7b0,FUN_0000c7b0,372,2,unknown,,unknown,0,0
0x0000c924,FUN_0000c924,16,2,unknown,,unknown,0,0
0x0000c934,FUN_0000c934,168,3,unknown,,unknown,0,0
0x0000c9dc,FUN_0000c9dc,364,2,unknown,,unknown,0,0
0x0000ccf4,FUN_0000ccf4,148,1,unknown,,unknown,0,0
0x0000cd88,FUN_0000cd88,128,1,unknown,,unknown,0,0
0x0000ce08,FUN_0000ce08,104,1,unknown,,unknown,0,0
0x0000d064,FUN_0000d064,172,2,unknown,,unknown,0,0
0x0000d110,FUN_0000d110,68,5,unknown,,unknown,0,0
0x0000d154,FUN_0000d154,508,1,red,,string-flavor,2,1
0x0000d350,FUN_0000d350,132,13,unknown,,unknown,0,0
0x0000d3d4,FUN_0000d3d4,132,7,unknown,,unknown,0,0
0x0000d458,FUN_0000d458,72,1,unknown,,unknown,0,0
0x0000d4a0,FUN_0000d4a0,72,8,unknown,,unknown,0,0
0x0000d4e8,FUN_0000d4e8,232,6,red,,callgraph,2,1
0x0000d5d0,FUN_0000d5d0,84,1,unknown,,unknown,0,0
0x0000d624,FUN_0000d624,88,1,unknown,,unknown,0,0
0x0000d67c,FUN_0000d67c,80,1,unknown,,unknown,0,0
0x0000d73c,FUN_0000d73c,20,2,unknown,,unknown,0,0
0x0000d764,FUN_0000d764,124,1,unknown,,unknown,0,0
0x0000d7e0,FUN_0000d7e0,156,1,unknown,,unknown,0,0
0x0000d87c,FUN_0000d87c,36,2,unknown,,unknown,0,0
0x0000d8a0,timer_clock_helper,88,5,unknown,,unknown,0,0
0x0000d8f8,FUN_0000d8f8,20,1,unknown,,unknown,0,0
0x0000d90c,FUN_0000d90c,20,1,unknown,,unknown,0,0
0x0000d920,FUN_0000d920,128,30,unknown,,unknown,0,0
0x0000daac,FUN_0000daac,348,4,unknown,,unknown,0,0
0x0000dc08,FUN_0000dc08,16,9,unknown,,unknown,0,0
0x0000dc18,FUN_0000dc18,16,5,unknown,,unknown,0,0
0x0000dc28,FUN_0000dc28,136,1,unknown,,unknown,0,0
0x0000dcb0,hw_seq_init,264,2,unknown,,unknown,0,0
0x0000ddb8,FUN_0000ddb8,108,1,unknown,,unknown,0,0
0x0000df08,FUN_0000df08,272,17,unknown,,unknown,0,0
0x0000e018,FUN_0000e018,68,46,unknown,,unknown,0,0
0x0000e06c,FUN_0000e06c,184,12,unknown,,unknown,0,0
0x0000e124,FUN_0000e124,100,5,unknown,,unknown,0,0
0x0000e188,FUN_0000e188,448,1,unknown,,unknown,0,0
0x0000e4e0,FUN_0000e4e0,72,360,unknown,,unknown,0,0
0x0000e528,FUN_0000e528,20,1,unknown,,unknown,0,0
0x0000e630,FUN_0000e630,160,2,unknown,,unknown,0,0
0x0000e764,FUN_0000e764,260,1,unknown,,unknown,0,0
0x0000e868,FUN_0000e868,24,102,unknown,,unknown,0,0
0x0000e898,FUN_0000e898,20,199,unknown,,unknown,0,0
0x0000e8c4,FUN_0000e8c4,20,6,unknown,,unknown,0,0
0x0000e8d8,FUN_0000e8d8,20,111,unknown,,unknown,0,0
0x0000e8ec,FUN_0000e8ec,20,4,unknown,,unknown,0,0
0x0000e900,FUN_0000e900,20,199,unknown,,unknown,0,0
0x0000e97c,FUN_0000e97c,20,14,unknown,,unknown,0,0
0x0000e990,FUN_0000e990,116,10,unknown,,unknown,0,0
0x0000ea04,FUN_0000ea04,124,11,unknown,,unknown,0,0
0x0000eb80,FUN_0000eb80,168,2,unknown,,unknown,0,0
0x0000ece0,FUN_0000ece0,176,1,unknown,,unknown,0,0
0x0000f3f0,FUN_0000f3f0,176,3,unknown,,unknown,0,0
0x000101ac,FUN_000101ac,416,2,unknown,,unknown,0,0
0x00010704,FUN_00010704,216,3,unknown,,unknown,0,0
0x0001131c,FUN_0001131c,56,1,unknown,,unknown,0,0
0x00011354,FUN_00011354,232,1,unknown,,unknown,0,0
0x0001143c,FUN_0001143c,312,8,unknown,,unknown,0,0
0x00011574,FUN_00011574,472,3,unknown,,unknown,0,0
0x0001174c,FUN_0001174c,248,6,unknown,,unknown,0,0
0x00011844,FUN_00011844,360,2,unknown,,unknown,0,0
0x000119ac,FUN_000119ac,228,2,unknown,,unknown,0,0
0x00011ac8,FUN_00011ac8,168,2,unknown,,unknown,0,0
0x00011b70,FUN_00011b70,196,2,unknown,,unknown,0,0
0x00011d4c,FUN_00011d4c,328,2,unknown,,unknown,0,0
0x00011e94,FUN_00011e94,280,4,unknown,,unknown,0,0
0x00012134,FUN_00012134,196,1,unknown,,unknown,0,0
0x000121f8,FUN_000121f8,196,1,unknown,,unknown,0,0
0x0001253c,FUN_0001253c,64,1,unknown,,unknown,0,0
0x00012c1c,FUN_00012c1c,16,1,unknown,,unknown,0,0
0x00012c2c,FUN_00012c2c,16,1,unknown,,unknown,0,0
0x00012c3c,FUN_00012c3c,16,1,unknown,,unknown,0,0
0x00012ccc,FUN_00012ccc,184,3,unknown,,unknown,0,0
0x00012d90,mmio_dispatch_table,984,0,unknown,,unknown,0,0
0x0001385c,FUN_0001385c,172,10,unknown,,unknown,0,0
0x00013908,FUN_00013908,252,1,unknown,,unknown,0,0
0x00013a04,FUN_00013a04,352,7,unknown,,unknown,0,0
0x00013c50,FUN_00013c50,256,4,unknown,,unknown,0,0
0x00013fac,FUN_00013fac,200,1,unknown,,unknown,0,0
0x00014074,FUN_00014074,196,1,unknown,,unknown,0,0
0x00014138,FUN_00014138,196,1,unknown,,unknown,0,0
0x0001426c,FUN_0001426c,44,1,unknown,,unknown,0,0
0x00014298,FUN_00014298,56,1,unknown,,unknown,0,0
0x000142d0,FUN_000142d0,160,1,unknown,,unknown,0,0
0x00014c00,FUN_00014c00,1064,1,unknown,,unknown,0,0
0x00015028,FUN_00015028,192,4,unknown,,unknown,0,0
0x00015120,FUN_00015120,204,2,unknown,,unknown,0,0
0x000151ec,FUN_000151ec,552,5,unknown,,unknown,0,0
0x00015414,FUN_00015414,744,3,unknown,,unknown,0,0
0x00015bd8,FUN_00015bd8,44,1,unknown,,unknown,0,0
0x00015dec,FUN_00015dec,204,3,unknown,,unknown,0,0
0x00015eb8,FUN_00015eb8,88,3,unknown,,unknown,0,0
0x00016174,FUN_00016174,76,1,unknown,,unknown,0,0
0x00016978,FUN_00016978,56,1,unknown,,unknown,0,0
0x000169b0,FUN_000169b0,396,1,unknown,,unknown,0,0
0x00016b3c,FUN_00016b3c,236,1,unknown,,unknown,0,0
0x00016cf0,FUN_00016cf0,244,1,unknown,,unknown,0,0
0x00016de4,FUN_00016de4,284,1,unknown,,unknown,0,0
0x000170f4,FUN_000170f4,208,1,unknown,,unknown,0,0
0x00017220,FUN_00017220,300,3,unknown,,unknown,0,0
0x0001735c,FUN_0001735c,56,2,unknown,,unknown,0,0
0x00017438,FUN_00017438,100,1,unknown,,unknown,0,0
0x000179ac,FUN_000179ac,56,1,unknown,,unknown,0,0
0x00018024,FUN_00018024,220,1,red,,string-flavor,2,1
0x0001851c,FUN_0001851c,56,1,unknown,,unknown,0,0
0x00018554,FUN_00018554,124,1,unknown,,unknown,0,0
0x000185d0,FUN_000185d0,336,1,unknown,,unknown,0,0
0x000187cc,FUN_000187cc,32,1,unknown,,unknown,0,0
0x00019198,FUN_00019198,156,6,unknown,,unknown,0,0
0x0001a804,FUN_0001a804,112,2,unknown,,unknown,0,0
0x0001a874,FUN_0001a874,112,1,unknown,,unknown,0,0
0x0001a8e4,FUN_0001a8e4,56,1,unknown,,unknown,0,0
0x0001a91c,FUN_0001a91c,80,1,unknown,,unknown,0,0
0x0001b1d4,FUN_0001b1d4,224,1,unknown,,unknown,0,0
0x0001b2b4,FUN_0001b2b4,236,2,unknown,,unknown,0,0
0x0001b3a0,FUN_0001b3a0,332,3,unknown,,unknown,0,0
0x0001b4ec,FUN_0001b4ec,300,2,unknown,,unknown,0,0
0x0001b618,FUN_0001b618,332,2,unknown,,unknown,0,0
0x0001b764,FUN_0001b764,200,1,unknown,,unknown,0,0
0x0001b8d8,FUN_0001b8d8,56,2,unknown,,unknown,0,0
0x0001b910,FUN_0001b910,160,1,unknown,,unknown,0,0
0x0001b9b0,FUN_0001b9b0,92,1,unknown,,unknown,0,0
0x0001ba5c,FUN_0001ba5c,196,1,unknown,,unknown,0,0
0x0001bb20,FUN_0001bb20,196,1,unknown,,unknown,0,0
0x0001bdb8,FUN_0001bdb8,172,1,unknown,,unknown,0,0
0x0001c0d0,FUN_0001c0d0,460,1,unknown,,unknown,0,0
0x0001c29c,FUN_0001c29c,172,2,unknown,,unknown,0,0
0x0001c8bc,FUN_0001c8bc,20,14,unknown,,unknown,0,0
0x0001c8d0,FUN_0001c8d0,376,3,unknown,,unknown,0,0
0x0001ca48,FUN_0001ca48,356,1,unknown,,unknown,0,0
0x0001cbac,FUN_0001cbac,396,2,unknown,,unknown,0,0
0x0001cd38,FUN_0001cd38,312,4,unknown,,unknown,0,0
0x0001ce70,FUN_0001ce70,360,4,unknown,,unknown,0,0
0x0001cfd8,FUN_0001cfd8,332,3,unknown,,unknown,0,0
0x0001d15c,FUN_0001d15c,68,1,unknown,,unknown,0,0
0x0001d1a0,FUN_0001d1a0,168,1,unknown,,unknown,0,0
0x0001d61c,FUN_0001d61c,196,1,unknown,,unknown,0,0
0x0001db8c,FUN_0001db8c,176,4,unknown,,unknown,0,0
0x0001dc3c,FUN_0001dc3c,336,2,unknown,,unknown,0,0
0x0001dd8c,FUN_0001dd8c,320,2,unknown,,unknown,0,0
0x0001e5ec,FUN_0001e5ec,272,2,unknown,,unknown,0,0
0x0001e6fc,FUN_0001e6fc,212,3,unknown,,unknown,0,0
0x0001ef88,FUN_0001ef88,1324,2,unknown,,unknown,0,0
0x0001f738,FUN_0001f738,356,1,unknown,,unknown,0,0
0x0001f89c,FUN_0001f89c,84,0,unknown,,unknown,0,0
0x0001f8f0,FUN_0001f8f0,4,5,unknown,,unknown,0,0
0x0001f8f4,UiIpModule_socket_setup,628,0,red,app_modules/ui_ip,source-path,3,1
0x0001fbe8,FUN_0001fbe8,100,4,unknown,,unknown,0,0
0x00020390,FUN_00020390,812,14,unknown,,unknown,0,0
0x000206bc,FUN_000206bc,716,7,unknown,,unknown,0,0
0x00020988,FUN_00020988,1060,34,unknown,,unknown,0,0
0x00020dac,FUN_00020dac,352,1,unknown,,unknown,0,0
0x00020f0c,FUN_00020f0c,244,1,unknown,,unknown,0,0
0x00021000,FUN_00021000,236,1,unknown,,unknown,0,0
0x000210ec,FUN_000210ec,236,1,unknown,,unknown,0,0
0x000211d8,FUN_000211d8,236,1,unknown,,unknown,0,0
0x000212c4,FUN_000212c4,236,1,unknown,,unknown,0,0
0x000213b0,FUN_000213b0,164,1,unknown,,unknown,0,0
0x00021454,FUN_00021454,252,1,unknown,,unknown,0,0
0x00021550,FUN_00021550,252,1,unknown,,unknown,0,0
0x0002164c,FUN_0002164c,324,4,unknown,,unknown,0,0
0x00021790,FUN_00021790,248,1,unknown,,unknown,0,0
0x00021888,FUN_00021888,260,1,unknown,,unknown,0,0
0x0002198c,FUN_0002198c,220,1,unknown,,unknown,0,0
0x00021a68,FUN_00021a68,588,6,unknown,,unknown,0,0
0x00021cb4,FUN_00021cb4,232,2,unknown,,unknown,0,0
0x00021d9c,FUN_00021d9c,244,1,unknown,,unknown,0,0
0x00021e90,FUN_00021e90,1708,2,unknown,,unknown,0,0
0x0002253c,FUN_0002253c,580,2,unknown,,unknown,0,0
0x00022780,FUN_00022780,3504,7,red,app_modules/ui_local,source-path,3,1
0x0002367c,FUN_0002367c,396,2,unknown,,unknown,0,0
0x00023808,FUN_00023808,448,2,unknown,,unknown,0,0
0x000239c8,FUN_000239c8,272,3,unknown,,unknown,0,0
0x00023ad8,FUN_00023ad8,1588,2,unknown,,unknown,0,0
0x0002410c,FUN_0002410c,616,1,unknown,,unknown,0,0
0x0002447c,FUN_0002447c,696,2,unknown,,unknown,0,0
0x00024734,FUN_00024734,1576,4,red,,string-flavor,2,1
0x00024d5c,FUN_00024d5c,2720,2,red,app_modules/upgrade,source-path,3,1
0x00025ce4,FUN_00025ce4,2372,2,unknown,,unknown,0,0
0x00026628,FUN_00026628,1180,3,red,,string-flavor,2,1
0x00026ac4,FUN_00026ac4,344,2,unknown,,unknown,0,0
0x00026c1c,FUN_00026c1c,416,2,unknown,,unknown,0,0
0x000272f8,FUN_000272f8,300,2,unknown,,unknown,0,0
0x00027424,FUN_00027424,692,2,unknown,,unknown,0,0
0x000276d8,FUN_000276d8,16,1,unknown,,unknown,0,0
0x000276e8,FUN_000276e8,16,2,unknown,,unknown,0,0
0x00027a48,FUN_00027a48,140,2,unknown,,unknown,0,0
0x00027e90,FUN_00027e90,852,3,unknown,,unknown,0,0
0x00028acc,FUN_00028acc,672,3,red,,string-flavor,2,1
0x00028d6c,FUN_00028d6c,12,1,unknown,,unknown,0,0
0x00029bf0,FUN_00029bf0,96,1,unknown,,unknown,0,0
0x00029c50,FUN_00029c50,360,1,unknown,,unknown,0,0
0x00029ddc,FUN_00029ddc,96,2,unknown,,unknown,0,0
0x00029f10,FUN_00029f10,112,3,unknown,,unknown,0,0
0x0002a0f0,FUN_0002a0f0,156,1,unknown,,unknown,0,0
0x0002a18c,FUN_0002a18c,440,2,unknown,,unknown,0,0
0x0002a344,FUN_0002a344,456,2,unknown,,unknown,0,0
0x0002ab4c,FUN_0002ab4c,460,2,unknown,,unknown,0,0
0x0002ad3c,FUN_0002ad3c,128,6,unknown,,unknown,0,0
0x0002b3ec,FUN_0002b3ec,36,4,unknown,,unknown,0,0
0x0002b410,FUN_0002b410,188,12,unknown,,unknown,0,0
0x0002b4cc,FUN_0002b4cc,76,10,unknown,,unknown,0,0
0x0002b518,FUN_0002b518,76,33,unknown,,unknown,0,0
0x0002b564,FUN_0002b564,372,3,unknown,,unknown,0,0
0x0002b6d8,FUN_0002b6d8,292,2,unknown,,unknown,0,0
0x0002b7fc,FUN_0002b7fc,92,5,unknown,,unknown,0,0
0x0002b858,FUN_0002b858,568,2,unknown,,unknown,0,0
0x0002ba90,FUN_0002ba90,100,3,unknown,,unknown,0,0
0x0002baf4,FUN_0002baf4,344,2,unknown,,unknown,0,0
0x0002bc4c,FUN_0002bc4c,968,9,unknown,,unknown,0,0
0x0002c014,FUN_0002c014,980,2,unknown,,unknown,0,0
0x0002c3e8,FUN_0002c3e8,664,3,unknown,,unknown,0,0
0x0002c680,FUN_0002c680,684,8,unknown,,unknown,0,0
0x0002c92c,FUN_0002c92c,560,2,unknown,,unknown,0,0
0x0002cb5c,FUN_0002cb5c,2196,1,unknown,,unknown,0,0
0x0002d400,FUN_0002d400,668,2,unknown,,unknown,0,0
0x0002d6ec,FUN_0002d6ec,212,1,unknown,,unknown,0,0
0x0002d7c0,FUN_0002d7c0,144,1,unknown,,unknown,0,0
0x0002dc70,FUN_0002dc70,468,3,unknown,,unknown,0,0
0x0002de44,FUN_0002de44,248,4,unknown,,unknown,0,0
0x0002df3c,FUN_0002df3c,112,4,unknown,,unknown,0,0
0x0002dfd0,FUN_0002dfd0,140,7,unknown,,unknown,0,0
0x0002e05c,FUN_0002e05c,352,7,unknown,,unknown,0,0
0x0002e1bc,FUN_0002e1bc,740,7,unknown,,unknown,0,0
0x0002e4a0,FUN_0002e4a0,2180,2,unknown,,unknown,0,0
0x0002ed24,FUN_0002ed24,92,2,unknown,,unknown,0,0
0x0002ed80,FUN_0002ed80,4016,4,unknown,,unknown,0,0
0x0002fd30,FUN_0002fd30,1068,7,unknown,,unknown,0,0
0x000306c0,FUN_000306c0,380,2,unknown,,unknown,0,0
0x0003083c,FUN_0003083c,116,1,unknown,,unknown,0,0
0x0003097c,FUN_0003097c,920,2,unknown,,unknown,0,0
0x00030d94,FUN_00030d94,1648,1,unknown,,unknown,0,0
0x00031524,FUN_00031524,844,2,unknown,,unknown,0,0
0x00031870,FUN_00031870,824,2,unknown,,unknown,0,0
0x00031fa4,FUN_00031fa4,812,6,unknown,,unknown,0,0
0x000322d0,FUN_000322d0,156,2,unknown,,unknown,0,0
0x0003236c,FUN_0003236c,1476,2,red,,string-flavor,2,1
0x00032930,FUN_00032930,4372,2,unknown,,unknown,0,0
0x00033a44,FUN_00033a44,420,2,unknown,,unknown,0,0
0x00033d94,FUN_00033d94,28,1,unknown,,unknown,0,0
0x00033db0,FUN_00033db0,84,1,unknown,,unknown,0,0
0x00033e2c,FUN_00033e2c,140,4,red,app_modules/vidmonmgr,source-path,3,1
0x00033f0c,FUN_00033f0c,144,1,unknown,,unknown,0,0
0x00034310,FUN_00034310,276,11,unknown,,unknown,0,0
0x00034424,FUN_00034424,176,4,unknown,,unknown,0,0
0x000344d4,FUN_000344d4,256,4,unknown,,unknown,0,0
0x000345d4,FUN_000345d4,180,2,unknown,,unknown,0,0
0x00034688,FUN_00034688,172,3,unknown,,unknown,0,0
0x00034758,FUN_00034758,220,5,unknown,,unknown,0,0
0x00034834,FUN_00034834,596,7,unknown,,unknown,0,0
0x00034d68,FUN_00034d68,380,6,unknown,,unknown,0,0
0x000354ec,FUN_000354ec,1404,1,unknown,,unknown,0,0
0x000363dc,FUN_000363dc,472,3,unknown,,unknown,0,0
0x000366bc,FUN_000366bc,340,1,unknown,,unknown,0,0
0x00036bf8,FUN_00036bf8,172,1,unknown,,unknown,0,0
0x00036f5c,FUN_00036f5c,196,1,unknown,,unknown,0,0
0x000372c8,FUN_000372c8,544,2,unknown,,unknown,0,0
0x000374e8,FUN_000374e8,252,2,unknown,,unknown,0,0
0x00037e40,FUN_00037e40,256,2,unknown,,unknown,0,0
0x00038020,FUN_00038020,312,2,unknown,,unknown,0,0
0x00038718,FUN_00038718,228,1,unknown,,unknown,0,0
0x0003880c,FUN_0003880c,24,1,unknown,,unknown,0,0
0x00038cac,FUN_00038cac,72,1,unknown,,unknown,0,0
0x00038cf4,FUN_00038cf4,368,3,unknown,,unknown,0,0
0x00039524,FUN_00039524,304,1,unknown,,unknown,0,0
0x00039654,FUN_00039654,88,1,unknown,,unknown,0,0
0x000396ac,FUN_000396ac,120,1,unknown,,unknown,0,0
0x00039724,FUN_00039724,56,1,unknown,,unknown,0,0
0x0003975c,FUN_0003975c,32,1,unknown,,unknown,0,0
0x0003977c,FUN_0003977c,12,1,unknown,,unknown,0,0
0x00039788,FUN_00039788,1240,2,unknown,,unknown,0,0
0x00039c88,Auth_handler,64,0,unknown,,unknown,0,0
0x0003de54,FUN_0003de54,504,2,unknown,,unknown,0,0
0x0003ee38,FUN_0003ee38,588,1,unknown,,unknown,0,0
0x00042728,FUN_00042728,564,1,unknown,,unknown,0,0
0x000429d0,FUN_000429d0,832,2,unknown,,unknown,0,0
0x00048130,Cmd_dispatch_1,1232,0,red,app_modules/common,source-path,3,1
0x0004a3c4,FUN_0004a3c4,908,1,unknown,,unknown,0,0
0x0004ad24,FUN_0004ad24,5832,1,unknown,,unknown,0,0
0x0004dfe4,FUN_0004dfe4,16,1,unknown,,unknown,0,0
0x0004dff4,FUN_0004dff4,84,1,unknown,,unknown,0,0
0x0004e048,FUN_0004e048,28,1,unknown,,unknown,0,0
0x0004e064,FUN_0004e064,16,1,unknown,,unknown,0,0
0x0004e074,FUN_0004e074,296,1,unknown,,unknown,0,0
0x0004e19c,FUN_0004e19c,296,1,unknown,,unknown,0,0
0x0004e2c4,FUN_0004e2c4,372,1,unknown,,unknown,0,0
0x0004e438,FUN_0004e438,60,2,unknown,,unknown,0,0
0x0004e474,FUN_0004e474,184,4,unknown,,unknown,0,0
0x0004e52c,FUN_0004e52c,268,1,unknown,,unknown,0,0
0x0004e638,FUN_0004e638,180,1,unknown,,unknown,0,0
0x0004e6ec,FUN_0004e6ec,16,1,unknown,,unknown,0,0
0x0004e6fc,FUN_0004e6fc,936,1,red,app_modules/imageanalysis,source-path,3,1
0x0004ec74,FUN_0004ec74,580,2,unknown,,unknown,0,0
0x0004f204,FUN_0004f204,6168,1,unknown,,unknown,0,0
0x00058258,FUN_00058258,204,2,unknown,,unknown,0,0
0x00058324,FUN_00058324,160,1,unknown,,unknown,0,0
0x000583c4,FUN_000583c4,208,2,unknown,,unknown,0,0
0x00058494,FUN_00058494,40,3,unknown,,unknown,0,0
0x00058530,FUN_00058530,116,1,unknown,,unknown,0,0
0x000587e4,FUN_000587e4,1036,3,unknown,,unknown,0,0
0x00059000,FUN_00059000,428,41,unknown,,unknown,0,0
