addr,name,size,xrefs,provenance,module,method,confidence,reconstruct
0x00275288,FUN_00275288,280,2,unknown,,unknown,0,0
0x002753a0,FUN_002753a0,260,2,unknown,,unknown,0,0
0x002754a4,FUN_002754a4,404,2,unknown,,unknown,0,0
0x00275638,FUN_00275638,564,7,unknown,,unknown,0,0
0x0027586c,FUN_0027586c,516,3,unknown,,unknown,0,0
0x00275a70,FUN_00275a70,624,6,unknown,,unknown,0,0
0x00275ce0,FUN_00275ce0,2072,4,unknown,,unknown,0,0
0x002764f8,FUN_002764f8,944,8,unknown,,unknown,0,0
0x002768a8,FUN_002768a8,168,2,unknown,,unknown,0,0
0x00276950,FUN_00276950,204,3,unknown,,unknown,0,0
0x00276a1c,FUN_00276a1c,120,5,unknown,,unknown,0,0
0x00276a94,FUN_00276a94,16,3,unknown,,unknown,0,0
0x00276aa4,FUN_00276aa4,360,4,unknown,,unknown,0,0
0x00276c0c,FUN_00276c0c,456,10,unknown,,unknown,0,0
0x00276dd4,FUN_00276dd4,344,7,unknown,,unknown,0,0
0x00276f2c,FUN_00276f2c,48,2,unknown,,unknown,0,0
0x00276f5c,FUN_00276f5c,144,6,unknown,,unknown,0,0
0x00276fec,FUN_00276fec,176,4,unknown,,unknown,0,0
0x0027709c,FUN_0027709c,56,4,unknown,,unknown,0,0
0x002770d4,FUN_002770d4,52,2,unknown,,unknown,0,0
0x00277148,FUN_00277148,64,4,unknown,,unknown,0,0
0x002771a8,FUN_002771a8,32,1,unknown,,unknown,0,0
0x002771c8,FUN_002771c8,156,1,unknown,,unknown,0,0
0x00277264,FUN_00277264,116,2,unknown,,unknown,0,0
0x002772d8,FUN_002772d8,56,8,unknown,,unknown,0,0
0x0027734c,FUN_0027734c,108,1,unknown,,unknown,0,0
0x002773b8,FUN_002773b8,92,1,unknown,,unknown,0,0
0x00277414,FUN_00277414,228,4,unknown,,unknown,0,0
0x002776ec,FUN_002776ec,356,1,unknown,,unknown,0,0
0x0027814c,FUN_0027814c,660,12,unknown,,unknown,0,0
0x00278438,FUN_00278438,88,1,unknown,,unknown,0,0
0x00278490,FUN_00278490,88,2,unknown,,unknown,0,0
0x0027852c,FUN_0027852c,68,1,unknown,,unknown,0,0
0x00278600,FUN_00278600,832,1,unknown,,unknown,0,0
0x00278940,FUN_00278940,84,8,unknown,,unknown,0,0
0x00278994,FUN_00278994,56,1,unknown,,unknown,0,0
0x002789cc,FUN_002789cc,180,8,unknown,,unknown,0,0
0x00278a80,FUN_00278a80,152,2,unknown,,unknown,0,0
0x00278b18,FUN_00278b18,124,4,unknown,,unknown,0,0
0x002798b0,FUN_002798b0,48,45,unknown,,unknown,0,0
0x002798e0,FUN_002798e0,284,9,unknown,,unknown,0,0
0x002799fc,FUN_002799fc,180,6,unknown,,unknown,0,0
0x00279ab0,FUN_00279ab0,100,6,unknown,,unknown,0,0
0x00279b14,FUN_00279b14,104,8,unknown,,unknown,0,0
0x00279b7c,FUN_00279b7c,144,6,unknown,,unknown,0,0
0x00279c0c,FUN_00279c0c,284,15,unknown,,unknown,0,0
0x00279d28,FUN_00279d28,340,5,unknown,,unknown,0,0
0x00279e7c,FUN_00279e7c,48,1,unknown,,unknown,0,0
0x00279eac,FUN_00279eac,72,6,unknown,,unknown,0,0
0x00279ef4,FUN_00279ef4,176,1,unknown,,unknown,0,0
0x00279fa4,FUN_00279fa4,204,4,unknown,,unknown,0,0
0x0027a070,FUN_0027a070,40,2,unknown,,unknown,0,0
0x0027a098,FUN_0027a098,96,1,unknown,,unknown,0,0
0x0027a0f8,FUN_0027a0f8,24,10,unknown,,unknown,0,0
0x0027a110,FUN_0027a110,140,31,unknown,,unknown,0,0
0x0027a19c,FUN_0027a19c,72,30,unknown,,unknown,0,0
0x0027a1e4,FUN_0027a1e4,360,4,unknown,,unknown,0,0
0x0027a34c,FUN_0027a34c,360,1,unknown,,unknown,0,0
0x0027a4b4,FUN_0027a4b4,116,3,unknown,,unknown,0,0
0x0027a528,FUN_0027a528,116,1,unknown,,unknown,0,0
0x0027a59c,FUN_0027a59c,1700,4,unknown,,unknown,0,0
0x0027ac40,FUN_0027ac40,1508,2,unknown,,unknown,0,0
0x0027b224,FUN_0027b224,1872,1,unknown,,unknown,0,0
0x0027b974,FUN_0027b974,860,4,unknown,,unknown,0,0
0x0027bcd0,FUN_0027bcd0,292,2,unknown,,unknown,0,0
0x0027bdf4,FUN_0027bdf4,292,4,unknown,,unknown,0,0
0x0027bf18,FUN_0027bf18,184,2,unknown,,unknown,0,0
0x0027bfd0,FUN_0027bfd0,184,2,unknown,,unknown,0,0
0x0027c088,FUN_0027c088,124,3,unknown,,unknown,0,0
0x0027c104,FUN_0027c104,140,1,unknown,,unknown,0,0
0x0027c190,FUN_0027c190,124,8,unknown,,unknown,0,0
0x0027c660,FUN_0027c660,880,1,unknown,,unknown,0,0
0x0027c9d0,FUN_0027c9d0,788,2,unknown,,unknown,0,0
0x0027cd50,FUN_0027cd50,212,1,unknown,,unknown,0,0
0x0027dbe0,FUN_0027dbe0,300,7,unknown,,unknown,0,0
0x0027e4f8,FUN_0027e4f8,340,2,unknown,,unknown,0,0
0x0027ec98,FUN_0027ec98,112,7,unknown,,unknown,0,0
0x0027ed08,FUN_0027ed08,684,7,unknown,,unknown,0,0
0x0027efb4,FUN_0027efb4,324,1,unknown,,unknown,0,0
0x0027f0f8,FUN_0027f0f8,112,4,unknown,,unknown,0,0
0x0027f168,FUN_0027f168,24,5,unknown,,unknown,0,0
0x0027f180,FUN_0027f180,80,6,unknown,,unknown,0,0
0x0027f1d0,FUN_0027f1d0,280,2,unknown,,unknown,0,0
0x0027f2e8,FUN_0027f2e8,204,2,unknown,,unknown,0,0
0x0027f3b4,FUN_0027f3b4,208,3,unknown,,unknown,0,0
0x0027f64c,FUN_0027f64c,456,11,unknown,,unknown,0,0
0x0027f954,FUN_0027f954,320,13,unknown,,unknown,0,0
0x0027fa94,FUN_0027fa94,92,2,unknown,,unknown,0,0
0x0027fb8c,FUN_0027fb8c,300,1,unknown,,unknown,0,0
0x0027fce0,FUN_0027fce0,96,2,unknown,,unknown,0,0
0x0027fd40,FUN_0027fd40,72,5,unknown,,unknown,0,0
0x0027fd88,FUN_0027fd88,168,1,unknown,,unknown,0,0
0x0027fe30,FUN_0027fe30,444,6,unknown,,unknown,0,0
0x0027ffec,FUN_0027ffec,88,3,unknown,,unknown,0,0
0x00280044,FUN_00280044,60,6,unknown,,unknown,0,0
0x00280080,FUN_00280080,112,24,unknown,,unknown,0,0
0x002800f0,FUN_002800f0,260,16,unknown,,unknown,0,0
0x00280274,FUN_00280274,524,2,unknown,,unknown,0,0
0x002804e0,FUN_002804e0,96,1,unknown,,unknown,0,0
0x00280564,FUN_00280564,36,3,unknown,,unknown,0,0
0x00280588,FUN_00280588,164,1,unknown,,unknown,0,0
0x0028062c,FUN_0028062c,16,1,unknown,,unknown,0,0
0x0028063c,FUN_0028063c,224,1,unknown,,unknown,0,0
0x0028071c,FUN_0028071c,2696,4,unknown,,unknown,0,0
0x002811a4,FUN_002811a4,104,82,unknown,,unknown,0,0
0x0028120c,FUN_0028120c,532,2,unknown,,unknown,0,0
0x00281420,FUN_00281420,60,1,unknown,,unknown,0,0
0x0028145c,FUN_0028145c,16,1,unknown,,unknown,0,0
0x0028146c,FUN_0028146c,156,2,unknown,,unknown,0,0
0x00281508,FUN_00281508,736,1,unknown,,unknown,0,0
0x002817e8,FUN_002817e8,176,1,unknown,,unknown,0,0
0x00281898,FUN_00281898,5428,1,unknown,,unknown,0,0
0x00282dcc,FUN_00282dcc,12,1,unknown,,unknown,0,0
0x00282dd8,FUN_00282dd8,1456,9,unknown,,unknown,0,0
0x00283388,FUN_00283388,656,7,unknown,,unknown,0,0
0x00283618,FUN_00283618,76,2,unknown,,unknown,0,0
0x00283664,FUN_00283664,200,2,unknown,,unknown,0,0
0x0028372c,FUN_0028372c,192,5,unknown,,unknown,0,0
0x00283830,FUN_00283830,208,7,unknown,,unknown,0,0
0x00283964,FUN_00283964,376,2,unknown,,unknown,0,0
0x00283adc,FUN_00283adc,1080,2,unknown,,unknown,0,0
0x00283f14,FUN_00283f14,120,3,unknown,,unknown,0,0
0x00283f8c,FUN_00283f8c,52,1,unknown,,unknown,0,0
0x00283fc0,FUN_00283fc0,16,35,unknown,,unknown,0,0
0x00283fe0,FUN_00283fe0,28,1,unknown,,unknown,0,0
0x00283ffc,FUN_00283ffc,168,1,unknown,,unknown,0,0
0x002840a4,FUN_002840a4,16,1,unknown,,unknown,0,0
0x002840b4,FUN_002840b4,16,3,unknown,,unknown,0,0
0x002840c4,FUN_002840c4,20,1,unknown,,unknown,0,0
0x002840d8,FUN_002840d8,20,1,unknown,,unknown,0,0
0x002840ec,FUN_002840ec,16,1,unknown,,unknown,0,0
0x002840fc,FUN_002840fc,160,2,unknown,,unknown,0,0
0x002842ac,FUN_002842ac,272,6,unknown,,unknown,0,0
0x002843bc,FUN_002843bc,44,3,unknown,,unknown,0,0
0x002843e8,FUN_002843e8,196,1,unknown,,unknown,0,0
0x00284530,FUN_00284530,24,2,unknown,,unknown,0,0
0x00284548,FUN_00284548,24,2,unknown,,unknown,0,0
0x00284560,FUN_00284560,724,9,unknown,,unknown,0,0
0x00284834,FUN_00284834,148,17,unknown,,unknown,0,0
0x00284940,FUN_00284940,36,14,unknown,,unknown,0,0
0x00284964,FUN_00284964,24,26,unknown,,unknown,0,0
0x0028497c,FUN_0028497c,124,41,unknown,,unknown,0,0
0x002849f8,FUN_002849f8,136,13,unknown,,unknown,0,0
0x00284a80,FUN_00284a80,568,5,unknown,,unknown,0,0
0x00284f10,FUN_00284f10,600,10,unknown,,unknown,0,0
0x00285168,FUN_00285168,324,1,unknown,,unknown,0,0
0x002852ac,FUN_002852ac,172,44,unknown,,unknown,0,0
0x00285358,FUN_00285358,504,28,unknown,,unknown,0,0
0x00285550,FUN_00285550,140,1,unknown,,unknown,0,0
0x002855dc,FUN_002855dc,952,7,unknown,,unknown,0,0
0x00285994,FUN_00285994,952,2,unknown,,unknown,0,0
0x00285d4c,FUN_00285d4c,172,19,unknown,,unknown,0,0
0x00285df8,FUN_00285df8,88,4,unknown,,unknown,0,0
0x00285e50,FUN_00285e50,188,36,unknown,,unknown,0,0
0x00285f0c,FUN_00285f0c,2136,31,unknown,,unknown,0,0
0x00286764,FUN_00286764,340,50,unknown,,unknown,0,0
0x002868b8,FUN_002868b8,208,34,unknown,,unknown,0,0
0x00286988,FUN_00286988,212,16,unknown,,unknown,0,0
0x00286b74,FUN_00286b74,148,2,unknown,,unknown,0,0
0x00286c6c,FUN_00286c6c,100,2,unknown,,unknown,0,0
0x00286cd0,FUN_00286cd0,140,3,unknown,,unknown,0,0
0x00286d5c,FUN_00286d5c,204,5,unknown,,unknown,0,0
0x00286e28,FUN_00286e28,520,7,unknown,,unknown,0,0
0x00287030,FUN_00287030,584,1,unknown,,unknown,0,0
0x00287278,FUN_00287278,308,1,unknown,,unknown,0,0
0x002875f0,FUN_002875f0,248,375,unknown,,unknown,0,0
0x002876e8,FUN_002876e8,84,60,unknown,,unknown,0,0
0x0028773c,FUN_0028773c,68,50,unknown,,unknown,0,0
0x00287780,FUN_00287780,148,6,unknown,,unknown,0,0
0x00287814,FUN_00287814,116,1,unknown,,unknown,0,0
0x00287888,FUN_00287888,184,36,unknown,,unknown,0,0
0x00287940,FUN_00287940,88,14,unknown,,unknown,0,0
0x00287998,FUN_00287998,100,13,unknown,,unknown,0,0
0x002879fc,FUN_002879fc,52,25,unknown,,unknown,0,0
0x00287a30,FUN_00287a30,252,28,unknown,,unknown,0,0
0x00287b2c,FUN_00287b2c,112,11,unknown,,unknown,0,0
0x00287b9c,FUN_00287b9c,108,8,unknown,,unknown,0,0
0x00287c74,FUN_00287c74,180,51,unknown,,unknown,0,0
0x00287d28,FUN_00287d28,248,8,unknown,,unknown,0,0
0x00287fe4,FUN_00287fe4,156,2,unknown,,unknown,0,0
0x002880b8,FUN_002880b8,56,25,unknown,,unknown,0,0
0x002880f0,FUN_002880f0,224,3,unknown,,unknown,0,0
0x002881d0,FUN_002881d0,256,32,unknown,,unknown,0,0
0x002887c4,FUN_002887c4,316,1,unknown,,unknown,0,0
0x00288900,FUN_00288900,64,1,unknown,,unknown,0,0
0x00288a0c,FUN_00288a0c,80,5,unknown,,unknown,0,0
0x00288a5c,FUN_00288a5c,216,7,unknown,,unknown,0,0
0x00288b34,FUN_00288b34,216,8,unknown,,unknown,0,0
0x00288c0c,FUN_00288c0c,188,5,unknown,,unknown,0,0
0x00288cc8,FUN_00288cc8,264,1,unknown,,unknown,0,0
0x0028903c,FUN_0028903c,196,1,unknown,,unknown,0,0
0x00289100,FUN_00289100,256,4,unknown,,unknown,0,0
0x00289364,FUN_00289364,356,3,unknown,,unknown,0,0
0x00289564,FUN_00289564,156,1,unknown,,unknown,0,0
0x00289600,FUN_00289600,80,14,unknown,,unknown,0,0
0x00289650,FUN_00289650,236,13,unknown,,unknown,0,0
0x0028973c,FUN_0028973c,152,9,unknown,,unknown,0,0
0x002897f0,FUN_002897f0,28,3,unknown,,unknown,0,0
0x00289888,FUN_00289888,124,2,unknown,,unknown,0,0
0x00289904,FUN_00289904,176,9,unknown,,unknown,0,0
0x002899b4,FUN_002899b4,84,2,unknown,,unknown,0,0
0x00289a8c,FUN_00289a8c,116,6,unknown,,unknown,0,0
0x00289b00,FUN_00289b00,224,1,unknown,,unknown,0,0
0x00289be0,FUN_00289be0,136,2,unknown,,unknown,0,0
0x00289d40,FUN_00289d40,84,9,unknown,,unknown,0,0
0x00289d94,FUN_00289d94,16,3,unknown,,unknown,0,0
0x00289da4,FUN_00289da4,100,14,unknown,,unknown,0,0
0x00289e08,FUN_00289e08,100,3,unknown,,unknown,0,0
0x00289e6c,FUN_00289e6c,40,90,unknown,,unknown,0,0
0x00289eb4,FUN_00289eb4,32,2,unknown,,unknown,0,0
0x00289ed4,FUN_00289ed4,336,1,unknown,,unknown,0,0
0x0028a024,FUN_0028a024,416,2,unknown,,unknown,0,0
0x0028a1c4,FUN_0028a1c4,296,1,unknown,,unknown,0,0
0x0028a31c,FUN_0028a31c,48,3,unknown,,unknown,0,0
0x0028a34c,FUN_0028a34c,92,1,unknown,,unknown,0,0
0x0028a3a8,FUN_0028a3a8,180,1,unknown,,unknown,0,0
0x0028a45c,FUN_0028a45c,220,80,unknown,,unknown,0,0
0x0028a538,FUN_0028a538,312,6,unknown,,unknown,0,0
0x0028a670,FUN_0028a670,264,15,unknown,,unknown,0,0
0x0028a778,FUN_0028a778,140,559,unknown,,unknown,0,0
0x0028a804,FUN_0028a804,60,4,unknown,,unknown,0,0
0x0028a8a4,FUN_0028a8a4,2504,2,unknown,,unknown,0,0
0x0028bc34,FUN_0028bc34,2920,3,unknown,,unknown,0,0
0x0028de74,FUN_0028de74,1044,4,unknown,,unknown,0,0
0x0028e288,FUN_0028e288,164,2,unknown,,unknown,0,0
0x0028e32c,FUN_0028e32c,72,1,unknown,,unknown,0,0
0x0028e374,FUN_0028e374,596,2,unknown,,unknown,0,0
0x0028e5c8,FUN_0028e5c8,88,10,unknown,,unknown,0,0
0x0028e868,FUN_0028e868,852,1,unknown,,unknown,0,0
0x0028ebbc,FUN_0028ebbc,356,1,unknown,,unknown,0,0
0x0028ed20,FUN_0028ed20,344,2,unknown,,unknown,0,0
0x0028ee78,FUN_0028ee78,388,1,unknown,,unknown,0,0
0x0028f0a4,FUN_0028f0a4,56,3,unknown,,unknown,0,0
0x0028f0dc,FUN_0028f0dc,112,6,unknown,,unknown,0,0
0x0028f14c,FUN_0028f14c,112,2,unknown,,unknown,0,0
0x0028f1bc,FUN_0028f1bc,1020,1,unknown,,unknown,0,0
0x0028f5b8,FUN_0028f5b8,148,2,unknown,,unknown,0,0
0x0028f64c,FUN_0028f64c,92,1,unknown,,unknown,0,0
0x0028f6a8,FUN_0028f6a8,340,4,unknown,,unknown,0,0
0x0028f7fc,FUN_0028f7fc,516,2,unknown,,unknown,0,0
0x0028fa00,FUN_0028fa00,392,2,unknown,,unknown,0,0
0x0028fc00,FUN_0028fc00,168,1,unknown,,unknown,0,0
0x0028fca8,FUN_0028fca8,88,2,unknown,,unknown,0,0
0x0028fd00,FUN_0028fd00,296,1,unknown,,unknown,0,0
0x0028fe28,FUN_0028fe28,264,13,unknown,,unknown,0,0
0x0028ff30,FUN_0028ff30,144,4,unknown,,unknown,0,0
0x0028ffc0,FUN_0028ffc0,236,7,unknown,,unknown,0,0
0x002900ac,FUN_002900ac,96,4,unknown,,unknown,0,0
0x0029010c,FUN_0029010c,124,2,unknown,,unknown,0,0
0x00290188,FUN_00290188,2260,9,unknown,,unknown,0,0
0x00290a5c,FUN_00290a5c,192,24,unknown,,unknown,0,0
0x00290b1c,FUN_00290b1c,156,8,unknown,,unknown,0,0
0x00290bb8,FUN_00290bb8,104,3,unknown,,unknown,0,0
0x00290c20,FUN_00290c20,780,10,unknown,,unknown,0,0
0x00290f2c,FUN_00290f2c,72,3,unknown,,unknown,0,0
0x00290f74,FUN_00290f74,56,6,unknown,,unknown,0,0
0x00290fac,FUN_00290fac,76,2,unknown,,unknown,0,0
0x00290ff8,FUN_00290ff8,280,6,unknown,,unknown,0,0
0x00291110,FUN_00291110,144,7,unknown,,unknown,0,0
0x002911a0,FUN_002911a0,120,1,unknown,,unknown,0,0
0x00291218,FUN_00291218,272,4,unknown,,unknown,0,0
0x00291328,FUN_00291328,1504,2,unknown,,unknown,0,0
0x00291908,FUN_00291908,568,2,unknown,,unknown,0,0
0x00291b40,FUN_00291b40,256,6,unknown,,unknown,0,0
0x00291c40,FUN_00291c40,112,2,unknown,,unknown,0,0
0x00291cb0,FUN_00291cb0,92,5,unknown,,unknown,0,0
0x00292564,FUN_00292564,524,1,unknown,,unknown,0,0
0x00292770,FUN_00292770,124,1,unknown,,unknown,0,0
0x00292bd4,FUN_00292bd4,372,4,unknown,,unknown,0,0
0x00292d48,FUN_00292d48,88,3,unknown,,unknown,0,0
0x00292da0,FUN_00292da0,256,5,unknown,,unknown,0,0
0x00292ea0,FUN_00292ea0,260,2,unknown,,unknown,0,0
0x00292fa4,FUN_00292fa4,80,5,unknown,,unknown,0,0
0x00292ff4,FUN_00292ff4,200,27,unknown,,unknown,0,0
0x002930bc,FUN_002930bc,200,1,unknown,,unknown,0,0
0x00293184,FUN_00293184,2880,5,unknown,,unknown,0,0
0x00293cc4,FUN_00293cc4,108,1,unknown,,unknown,0,0
0x00293dc8,FUN_00293dc8,648,3,unknown,,unknown,0,0
0x00294050,FUN_00294050,836,3,unknown,,unknown,0,0
0x00294394,FUN_00294394,388,2,unknown,,unknown,0,0
0x00294518,FUN_00294518,176,1,unknown,,unknown,0,0
0x002945c8,FUN_002945c8,1160,3,unknown,,unknown,0,0
0x00294a50,FUN_00294a50,252,3,unknown,,unknown,0,0
0x00294b4c,FUN_00294b4c,376,3,unknown,,unknown,0,0
0x00294cc4,FUN_00294cc4,220,4,unknown,,unknown,0,0
0x00294da0,FUN_00294da0,236,2,unknown,,unknown,0,0
0x00294f84,FUN_00294f84,280,2,unknown,,unknown,0,0
0x002956a4,FUN_002956a4,28,1,unknown,,unknown,0,0
0x00295770,FUN_00295770,36,4,unknown,,unknown,0,0
0x00295794,FUN_00295794,36,9,unknown,,unknown,0,0
0x002957b8,FUN_002957b8,192,2,unknown,,unknown,0,0
0x002959bc,FUN_002959bc,168,2,unknown,,unknown,0,0
0x00295c04,FUN_00295c04,72,4,unknown,,unknown,0,0
0x00295c4c,FUN_00295c4c,12,3,unknown,,unknown,0,0
0x00295c58,FUN_00295c58,784,4,unknown,,unknown,0,0
0x00295f68,FUN_00295f68,212,1,unknown,,unknown,0,0
0x0029603c,FUN_0029603c,980,1,unknown,,unknown,0,0
0x00296410,FUN_00296410,268,2,unknown,,unknown,0,0
0x0029653c,FUN_0029653c,32,2,unknown,,unknown,0,0
0x0029657c,FUN_0029657c,32,3,unknown,,unknown,0,0
0x0029659c,FUN_0029659c,120,5,unknown,,unknown,0,0
0x002967ac,FUN_002967ac,408,2,unknown,,unknown,0,0
0x00296a34,FUN_00296a34,240,1,unknown,,unknown,0,0
0x00296ce4,FUN_00296ce4,448,1,unknown,,unknown,0,0
0x00296ea4,FUN_00296ea4,48,2,unknown,,unknown,0,0
0x00296ed4,FUN_00296ed4,180,1,unknown,,unknown,0,0
0x00296f88,FUN_00296f88,440,1,unknown,,unknown,0,0
0x00297140,FUN_00297140,196,3,unknown,,unknown,0,0
0x00297204,FUN_00297204,240,2,unknown,,unknown,0,0
0x00297318,FUN_00297318,36,2,unknown,,unknown,0,0
0x00297380,FUN_00297380,68,9,unknown,,unknown,0,0
0x002973c4,FUN_002973c4,120,2,unknown,,unknown,0,0
0x0029743c,FUN_0029743c,84,2,unknown,,unknown,0,0
0x00297490,FUN_00297490,532,1,unknown,,unknown,0,0
0x002976a4,FUN_002976a4,336,1,unknown,,unknown,0,0
0x002977f4,FUN_002977f4,772,1,unknown,,unknown,0,0
0x00297af8,FUN_00297af8,864,1,unknown,,unknown,0,0
0x00297e58,FUN_00297e58,304,2,unknown,,unknown,0,0
0x00297f88,FUN_00297f88,764,2,unknown,,unknown,0,0
0x00298284,FUN_00298284,868,2,unknown,,unknown,0,0
0x002985e8,FUN_002985e8,280,1,unknown,,unknown,0,0
0x00298700,FUN_00298700,172,1,unknown,,unknown,0,0
0x002987ac,FUN_002987ac,180,4,unknown,,unknown,0,0
0x00298860,FUN_00298860,344,1,unknown,,unknown,0,0
0x002989b8,FUN_002989b8,284,2,unknown,,unknown,0,0
0x00298ad4,FUN_00298ad4,592,3,unknown,,unknown,0,0
0x00298dac,FUN_00298dac,136,1,unknown,,unknown,0,0
0x00298efc,FUN_00298efc,88,5,unknown,,unknown,0,0
0x00298f54,FUN_00298f54,580,5,unknown,,unknown,0,0
0x002994f0,FUN_002994f0,52,7,unknown,,unknown,0,0
0x0029955c,FUN_0029955c,344,10,unknown,,unknown,0,0
0x002996b4,FUN_002996b4,216,2,unknown,,unknown,0,0
0x0029978c,FUN_0029978c,424,3,unknown,,unknown,0,0
0x00299934,FUN_00299934,304,9,unknown,,unknown,0,0
0x00299a64,FUN_00299a64,244,2,unknown,,unknown,0,0
0x00299d90,FUN_00299d90,1972,5,unknown,,unknown,0,0
0x0029a544,FUN_0029a544,44,1,unknown,,unknown,0,0
0x0029a570,FUN_0029a570,336,1,unknown,,unknown,0,0
0x0029a6c0,FUN_0029a6c0,140,2,unknown,,unknown,0,0
0x0029a74c,FUN_0029a74c,212,5,unknown,,unknown,0,0
0x0029a830,FUN_0029a830,16,1,unknown,,unknown,0,0
0x0029a888,FUN_0029a888,72,2,unknown,,unknown,0,0
0x0029a8d0,FUN_0029a8d0,1092,2,unknown,,unknown,0,0
0x0029ad14,FUN_0029ad14,84,1,unknown,,unknown,0,0
0x0029ad68,FUN_0029ad68,80,1,unknown,,unknown,0,0
0x0029adb8,FUN_0029adb8,12,1,unknown,,unknown,0,0
0x0029b07c,FUN_0029b07c,348,7,unknown,,unknown,0,0
0x0029b1d8,FUN_0029b1d8,580,3,unknown,,unknown,0,0
0x0029b41c,FUN_0029b41c,888,4,unknown,,unknown,0,0
0x0029b794,FUN_0029b794,208,1,unknown,,unknown,0,0
0x0029b864,FUN_0029b864,68,1,unknown,,unknown,0,0
0x0029bc34,FUN_0029bc34,32,1,unknown,,unknown,0,0
0x0029bc54,FUN_0029bc54,1168,6,unknown,,unknown,0,0
0x0029c0e4,FUN_0029c0e4,48,4,unknown,,unknown,0,0
0x0029c114,FUN_0029c114,396,61,unknown,,unknown,0,0
0x0029c2a0,FUN_0029c2a0,80,46,unknown,,unknown,0,0
0x0029c2f0,FUN_0029c2f0,100,1,unknown,,unknown,0,0
0x0029c354,FUN_0029c354,92,52,unknown,,unknown,0,0
0x0029c3b0,FUN_0029c3b0,164,2,unknown,,unknown,0,0
0x0029c454,FUN_0029c454,340,5,unknown,,unknown,0,0
0x0029c5a8,FUN_0029c5a8,112,1,unknown,,unknown,0,0
0x0029c618,FUN_0029c618,176,4,unknown,,unknown,0,0
0x0029c6c8,FUN_0029c6c8,456,1,unknown,,unknown,0,0
0x0029ca48,FUN_0029ca48,736,1,unknown,,unknown,0,0
0x0029cd28,FUN_0029cd28,664,1,unknown,,unknown,0,0
0x0029cfc0,FUN_0029cfc0,376,1,unknown,,unknown,0,0
0x0029d138,FUN_0029d138,108,2,unknown,,unknown,0,0
0x0029d1a4,FUN_0029d1a4,116,1,unknown,,unknown,0,0
0x0029d318,FUN_0029d318,696,6,unknown,,unknown,0,0
0x0029d5d0,FUN_0029d5d0,44,4,unknown,,unknown,0,0
0x0029d5fc,FUN_0029d5fc,372,2,unknown,,unknown,0,0
0x0029d7b4,FUN_0029d7b4,224,5,unknown,,unknown,0,0
0x0029d894,FUN_0029d894,204,1,unknown,,unknown,0,0
0x0029d960,FUN_0029d960,84,8,unknown,,unknown,0,0
0x0029d9b4,FUN_0029d9b4,80,1,unknown,,unknown,0,0
0x0029da04,FUN_0029da04,76,1,unknown,,unknown,0,0
0x0029da50,FUN_0029da50,384,1,unknown,,unknown,0,0
0x0029dbd0,FUN_0029dbd0,356,1,unknown,,unknown,0,0
0x0029dd34,FUN_0029dd34,48,2,unknown,,unknown,0,0
0x0029dd64,FUN_0029dd64,232,1,unknown,,unknown,0,0
0x0029de4c,FUN_0029de4c,288,2,unknown,,unknown,0,0
0x0029df6c,FUN_0029df6c,104,1,unknown,,unknown,0,0
0x0029dfd4,FUN_0029dfd4,224,3,unknown,,unknown,0,0
0x0029e0b4,FUN_0029e0b4,848,2,unknown,,unknown,0,0
0x0029e794,FUN_0029e794,196,1,unknown,,unknown,0,0
0x0029e858,FUN_0029e858,1116,1,unknown,,unknown,0,0
0x0029ecb4,FUN_0029ecb4,580,2,unknown,,unknown,0,0
0x0029ef44,FUN_0029ef44,108,17,unknown,,unknown,0,0
0x0029efb0,FUN_0029efb0,68,4,unknown,,unknown,0,0
0x0029eff4,FUN_0029eff4,12,4,unknown,,unknown,0,0
0x0029f000,FUN_0029f000,436,2,unknown,,unknown,0,0
0x0029f2f8,FUN_0029f2f8,248,43,unknown,,unknown,0,0
0x0029f3f0,FUN_0029f3f0,5088,3,unknown,,unknown,0,0
0x002a07d0,FUN_002a07d0,160,17,unknown,,unknown,0,0
0x002a0870,FUN_002a0870,272,6,unknown,,unknown,0,0
0x002a0980,FUN_002a0980,56,1,unknown,,unknown,0,0
0x002a09b8,FUN_002a09b8,220,1,unknown,,unknown,0,0
0x002a0af0,FUN_002a0af0,152,1,unknown,,unknown,0,0
0x002a0b88,FUN_002a0b88,268,1,unknown,,unknown,0,0
0x002a0c94,FUN_002a0c94,296,48,unknown,,unknown,0,0
0x002a0dbc,FUN_002a0dbc,856,10,unknown,,unknown,0,0
0x002a1114,FUN_002a1114,300,4,unknown,,unknown,0,0
0x002a1240,FUN_002a1240,292,1,unknown,,unknown,0,0
0x002a1364,FUN_002a1364,140,3,unknown,,unknown,0,0
0x002a13f0,FUN_002a13f0,228,2,unknown,,unknown,0,0
0x002a14d4,FUN_002a14d4,360,3,unknown,,unknown,0,0
0x002a163c,FUN_002a163c,168,1,unknown,,unknown,0,0
0x002a16e4,FUN_002a16e4,536,4,unknown,,unknown,0,0
0x002a18fc,FUN_002a18fc,1264,1,unknown,,unknown,0,0
0x002a1dec,FUN_002a1dec,136,1,unknown,,unknown,0,0
0x002a1e74,FUN_002a1e74,228,3,unknown,,unknown,0,0
0x002a1f58,FUN_002a1f58,52,5,unknown,,unknown,0,0
0x002a1fe0,FUN_002a1fe0,84,3,unknown,,unknown,0,0
0x002a23ec,FUN_002a23ec,88,2,unknown,,unknown,0,0
